word,count
轉之間,6
好比,6
不將,1
出,50
流入,2
發間,2
太多,17
再認,5
嗨,1
城市,62
盪,2
樂器,1
佯,4
酒醉,2
找個,2
成篇,2
玩弄,8
懷中握,2
牽,33
小情,11
巧合,3
言,5
荒塚飾,4
推翻,3
說當,4
砌,2
不快,5
．,4
第一次,2
飆飆,28
夢想,4
不翼,2
呼嘯過,2
出海,3
中提琴手,1
天性,3
同樣,6
管,16
齊物論,2
修剪,2
愛時候,6
你將,2
拋開,4
血淋淋,4
清淡,4
適志,3
時間裡,5
麻雀,3
成堆,2
常,2
煞,4
濃烈,4
倒掉,4
駭人,3
這畫面,9
絆倒,3
一整夜,2
流進,9
迂,2
冷漠,2
戰鬥,3
自慰,2
街上,4
爭個,2
一首歌,12
擊掌,1
敷衍,2
充滿疑,2
酒,6
流動,12
無晴,4
他後腿,2
使者,4
恣意,2
最後都,3
夠堅強,4
著爛,5
做伙飛,1
肉眼,6
葉剛,2
大裕,1
母夜叉,3
嘆息灑,5
浮生,4
遺忘,2
利如刀,1
不如,28
月,53
閉嘴,2
手練習,10
佮,1
之夢為,3
上班,8
出柔軟,5
融化,3
堅決,6
一整天,2
恨,31
鬼胎,4
告別,13
平凡,6
跳蚤,8
地揮,8
拂去,9
信誓旦旦,3
七,4
柔能,2
煙萬里,2
光速,4
純粹,5
有,366
錶,1
最美,11
笑了笑,2
小,24
美,8
抓不住,10
飛請,1
屎,1
過身,4
信念,8
端,2
別人,8
花蕊,3
還是,57
一股,2
受難,3
喘息,6
黑暗,14
時代,8
隨,18
自憐,6
幾何,8
埋名,3
兩不膩,2
還能,6
心房,4
恍成,2
家,12
多年,9
我夢鄉,3
愛這個,2
最初,2
枯柳,2
水面,4
管汝當,1
解釋,4
臉換,3
所有,79
帆情,1
有夜,14
重點,2
叮嚀,3
兩頰,1
堅持,11
情節,17
半醒,6
唯一,2
六角,4
頁,1
聖潔,4
街,17
扛,4
上升,5
廝守,3
神佛,2
這叫,4
愛怎麼,2
講起,2
經過,2
另,21
處處,3
雨,47
之後扣,3
按下,4
發,2
捱,9
喉嚨,2
樂當,5
收音,2
狂熱習,2
牛,2
暴風雨,5
刻下,10
自由自在,4
惱火,6
大廈,3
嘆息,6
畫布,10
霓虹,6
下午,12
執迷,2
紅燈,5
涼放,8
臉成,3
只帶,1
夏季,5
雲煙,9
性感女,2
裡浮,4
操場,8
倒,4
代替,9
此刻,6
韶其實,1
掩護,4
計較,3
網去,2
肝,4
窄,5
那個,18
毋甘願,1
日光,12
切割,2
盡遊戲,8
背著,11
背後讓,3
在,1111
招惹,7
黑獨處,3
我心,5
沒什麼,4
花,20
燈火,3
還在裝,4
看著,7
驚覺,6
成養,2
能成,1
去,111
浪費海,4
經是,2
旋著,2
憂鬱,10
相連院,2
捻熄,2
寒冷,2
你給,32
趴在,1
濂,3
桑田,6
曉,1
念向,4
細胞,3
列車,4
停留,3
切切,3
有陽光,5
深情,2
緊閉,10
願,22
寒冬,2
歎,2
美味,1
潛伏,12
諂媚,2
適度,2
你終,3
計謀慶祝,5
同時,7
延展,2
裝進,3
地亮,4
擱淺,24
路,39
遍及,2
已滋潤,2
一腳,3
柳,1
給你給,2
時分,2
太安,7
相會,4
寬心,4
思潮,8
都,385
兼,1
躲避,14
攻陷,2
總難,2
溫情,2
還有,60
原唱,2
世界,205
還會,3
暗自,2
佩佩,1
電梯,8
無止,1
喔,194
被動,1
矜持,6
已成,4
刷白,8
星球,6
你照,2
塵埃綠樹,4
掙脫,3
還未,3
ㄧ,2
早點,10
規則裡,2
咪,6
變溫,4
亮,4
魚更啞,2
抓住,13
愛別,2
柔臉,2
著現,3
論人,4
他後悔,2
盡管,2
主人翁,3
浪花,4
閃爍,5
拆,2
找到,8
夠被,2
拉不下,2
擊,1
用距離,2
持續,17
瑕,3
闔,7
襯托,6
自虐,4
顆星,2
分界,2
該載,4
心思,8
女憂傷,2
黑,18
曾元虎,1
移動,4
隨享,4
歡愉,3
佛斯,4
交直流,4
哪,17
化做,3
環遊,8
規則,2
濕婆,2
高樓,3
下得,2
好友,4
聲響過,2
試著閉,2
只會,6
卻,144
充滿鮮,3
光照,3
透明,12
豆腐,2
無邊,2
潑墨,2
馴獸師,3
越爛,2
難解,2
你種,2
吐,6
彼此,11
身材,2
經驗,2
有心,3
路途,6
連傷,2
火辣,2
四季,4
獨鐘,2
過眼淚,3
扣住,3
山水,5
甦,7
行人,4
地方,11
月球,15
閣帆,2
黑白片,2
緊要,2
晦澀,10
前世,3
戴,3
燕南,2
落葉,23
無悔,4
肆虐,3
只好,16
無恥,3
過街花,2
蛇,2
過錯,5
臉,87
投訴,6
歌吟,3
想著,3
比夜,2
設下,3
每一個,7
無聲,7
半圈,14
大慰,3
落空,2
撇開,8
盲目,8
透正,1
最痛,2
滿分,2
殺,6
終手,2
哭泣,26
啦,140
威風,3
先不論,3
無聊,18
還裝作,8
只要,12
懸掛,3
想,206
碎玻璃,5
靜止,11
穀,2
斯罪過,3
香想,1
一池果,2
指縫間,4
小路,3
滿腦子,3
需要,36
帳號,2
路邊,4
昇,4
夢春,1
望望,7
尋,4
紋路,2
海燒,2
嚼,2
圈,10
正因,4
餓林,3
螢火蟲,8
溫柔,36
不好,14
微笑,19
包著,5
讚,9
朝,4
美洲,5
竄,3
討個,2
女孩,23
曲曲,2
火炬,2
朋友,11
修正,4
梨子,1
逆著,6
儀,2
榮,2
蜜語,2
反抗,2
有罪,8
哪裡會,2
分別,9
旅人,6
變無限空,2
吻,3
轉了,11
牧車,2
機裡,2
薄弱,2
流,8
出界,4
及,10
不夠,2
狡猾地,3
滋潤,3
荒涼,2
印記成,2
奪走,4
往前,27
狼嚎,6
道,13
過去,25
道路,2
密得,2
氣味,18
綸音,4
翻,2
情緒,31
傷了,12
生命,78
遺,2
無情,4
花茶,1
煩,2
我紅鞋,10
只,79
執行,2
機械,2
化作,5
經意,1
詩裡,5
她,63
光降,2
容易,23
擔憂,2
盼,2
美麗曲,1
仇恨,2
凍,2
一滴,10
任由,2
張開,5
故事,27
有點,8
故鄉,2
脈,8
更動,3
快樂飆,4
想不到,2
最珍貴,3
交響,2
明章,2
忽然,32
嘴邊,7
風景間,3
侗,14
好漢,4
沈吞,6
煙歸雁,4
暝,3
謊言遠,2
水馬龍,4
放大,4
正午,2
洗澡,2
數位,4
姑娘,6
類熱情,2
撫息,3
漬,6
奮不顧身,6
處子般,2
工作,8
專輯,12
德,2
一朵,14
