word,attribute,count
隨,d,3
自憐,v,6
幾何,r,8
埋名,v,3
出草火大風大中曉,i,2
心房,n,4
睡著,v,4
家,q,2
多年,m,9
青絲,n,2
最初,t,2
水面,n,4
池果,n,2
麻雀,n,3
譁,yg,2
車,n,2
迫症,n,2
有夜,nr,8
眠,vg,3
叮嚀,v,3
陳大慰,nr,3
堅持,v,11
情節,n,14
半醒,v,6
唯一,b,2
六角,m,4
狐,nr,1
已來,d,6
燒,v,2
睏,zg,3
街,n,20
睡去,v,4
扛,v,4
上升,v,5
毛小,nr,1
廝守,v,3
逃,v,8
經過,p,2
另,r,21
處處,v,3
雨,n,47
愚昧,a,6
幽靈,n,4
捱,zg,9
喉嚨,n,2
樂當,a,5
髒,zg,10
了以,v,2
暴風雨,i,5
刻下,v,10
自由自在,i,4
一首,m,17
慾,yg,20
嘆息,v,11
毒,v,4
畫布,n,10
霓虹,n,6
下午,t,12
執迷,v,2
紅燈,n,5
月,m,55
憔悴,a,2
視窗,n,4
夏季,t,5
雲煙,n,9
性感女,n,2
脫軌,v,2
操場,n,2
倒,v,7
代替,v,9
此刻,r,6
離放,v,1
肝,n,4
那個,r,18
毋甘願,i,1
日光,n,12
昇,yg,4
預演,vn,6
背著,v,13
在,p,1148
招惹,v,7
枯黃紛,z,2
遺失,v,2
花,v,25
焉,v,16
那一邊,nr,1
看著,v,26
驚覺,a,6
成養,v,2
遺忘,n,2
去,v,125
憂鬱,a,10
捻熄,n,2
濃,a,4
寒冷,a,2
泅,v,3
斷,v,7
相看,v,2
曉,x,1
爆炸,v,2
細胞,n,3
列車,n,4
停留,v,3
切切,ad,3
韓,j,1
世間,n,2
深情,n,2
緊閉,v,10
願,zg,9
寒冬,t,2
換,v,11
美味,nz,1
潛伏,v,12
諂媚,v,2
適度,a,2
次元,t,1
瞎了眼,l,7
同時,c,7
光影,n,8
裝進,v,3
考卷,v,4
臉色,n,2
路,n,29
遲早,d,6
夜發間,n,2
柳,n,2
聲,q,19
太安,ns,7
淨,a,4
思潮,n,8
都,d,388
兼,v,1
活躍,v,2
計較間,n,3
狩獵,n,8
當看,v,8
攻陷,v,2
總難,d,2
溫情,n,2
推託開花不結果又有什,nz,2
光明,n,2
世界,n,205
暗自,d,2
佩佩,nr,1
圓,vg,6
無止,v,1
吹滿,v,2
矜持,v,6
聽,x,2
已成,v,4
刷白,v,8
星球,n,6
從頭到尾,i,1
下心,v,2
掙脫,v,3
讚,zg,4
ㄧ,x,2
早點,d,10
光照,n,3
原唱,n,2
變溫,n,4
懊悔,v,2
埃綠樹,nr,4
亮,v,10
抓,v,14
抓住,v,13
愛別,a,2
頁數,n,1
論人,n,4
逼上,v,4
迴,zg,11
盡管,c,2
毀,v,2
主人翁,n,3
願像,v,1
閃爍,v,5
拆,v,2
找到,v,11
簡磨,v,2
踉蹌蹌,z,2
擊,vg,1
唱唱,v,8
大多,m,2
襯托,n,6
洩漏,v,1
混,v,8
分界,n,2
臨盆比,ns,4
心思,n,8
曾元虎,nr,1
移動,vn,4
佐,vg,2
歡愉,a,3
記憶,v,2
交直流,n,4
哪,r,14
環遊,j,8
規則,n,4
濕婆,n,2
下得,v,2
好友,n,4
一致,d,2
淋濕風,n,2
幹,v,8
迎向,v,2
卻,d,137
倦意,a,8
偽,j,2
雷,n,2
出沒,v,2
只剩,v,2
豆腐,n,2
殘花敗柳,i,1
誠實,a,3
深林,ns,2
蝴蝶夫人,n,5
難解,v,2
聽來,v,2
龍,n,4
流入,v,2
吐,v,2
彼此,r,11
園,q,3
姚謙,nr,1
意,ng,2
樂飆飆飆飆飆飆飆飆飆,l,2
路途,n,6
枝,q,4
火辣,z,2
四季,m,4
白鴿,n,14
扣住,v,3
山水,ns,5
甦,zg,7
行人,n,4
地方,n,11
月球,n,15
反抗,v,2
黑白片,n,2
無恥乾,i,3
晦澀,a,10
場箭,n,2
戴,v,3
燕南,ns,2
撐開,v,2
詞,n,3
落葉,n,13
無悔,v,4
肆虐,v,3
只好,d,16
選在,v,2
係,zg,2
掌握,v,3
臉,n,92
投訴,v,6
病人,n,2
想著,v,19
比夜,d,2
設下,v,3
間韶,l,1
井中,s,2
無聲,d,3
半圈,m,14
地旋,n,1
上讓,v,2
撇開,v,8
爬上,v,2
透正,v,1
哭泣,v,26
啦,y,142
早餐,n,3
面藏,v,2
半輩子,m,2
只要,c,12
懸掛,v,3
想,v,249
碎玻璃,n,5
靜止,v,11
穀,yg,2
到盪,v,2
趕,x,6
紟,zg,1
發,v,8
好怕,d,2
小路,n,3
流,n,8
需要,v,36
帳號,n,2
蘇,j,6
一個樣,m,8
望望,v,7
尋,v,4
團,n,1
阡陌,n,2
亢奮,v,5
嚼,v,2
迂,a,2
將心,n,4
螢火蟲,n,8
溫柔,a,36
不好,d,14
微笑,vn,19
包著,v,5
讚,y,5
朝,n,4
美洲,ns,5
竄,v,3
一絲,m,12
牛彈,n,2
曲曲,n,2
火炬,n,2
朋友,n,11
修正,nr,4
梨子,n,1
滋潤,n,3
陳強,nr,1
蜜語,n,2
耳,n,13
有罪,vn,8
分別,d,9
旅人,n,6
光害,n,2
吻,v,3
勾起,v,2
零距,n,1
機裡,n,2
薄弱,a,2
流,v,3
出界,n,4
不大,a,1
及,c,8
不夠,v,2
親人,n,3
平靜,a,9
荒涼,a,2
屋,n,3
奪走,v,4
等著,v,10
往前,t,27
狼嚎,n,6
道,q,13
過去,t,20
道路,n,2
氣味,n,18
棘,ng,2
花被,n,2
驚濤和駭浪,i,4
情緒,n,31
生命,vn,78
遺,ng,2
習,v,2
花茶,n,1
兩,m,12
上過,v,3
只,d,103
無邪興奮真實,i,1
機械,n,2
復,zg,4
旋著,v,2
例外,v,16
唱合,v,1
她,r,63
光降,v,2
容易,a,23
擔憂,v,2
盼,v,2
線音,n,1
凍,v,2
一滴,m,10
任由,n,2
張開,nr,2
故事,n,27
有點,d,2
寫下,v,11
脈,ng,3
痴嗔,v,4
更動,d,3
髮,zg,26
根本,a,2
想不到,l,2
泡影,n,8
交響,vn,2
忽然,d,32
嘴邊,s,9
地舞,n,2
侗,j,14
沈,j,4
暝,g,3
淡去,v,8
水馬龍,nr,4
放大,v,4
正午,t,2
沒成,v,4
洗澡,v,2
數位,m,4
無聊,i,12
姑娘,n,6
橄欖枝,n,4
彼得,nrt,1
撫息,v,3
漬,v,6
奮不顧身,i,6
交給,v,4
抵,v,3
專輯,n,12
德,j,2
一朵,m,14
再也,d,19
晃到,v,2
證明,v,4
眼,n,39
忍耐,v,2
打破,v,2
沈默,nr,42
金色,n,2
駭人聽聞,i,3
傷,n,3
暴風煙,i,3
墨,n,2
火車,n,4
拼貼,v,2
落放,v,2
分割,v,2
雲霄,nr,8
活埋,vn,6
再來,d,6
動,n,3
協,n,3
步,n,4
生病,n,4
真心,d,9
一束,m,3
聞,x,2
歡活,a,2
強盜,n,2
孤,a,2
耗盡,v,2
全,a,4
剪,v,2
曠野,nr,9
一杯,m,12
獨島,ns,2
揚鑣,nr,8
擱,v,38
往右,n,1
沒,v,45
猜測,v,3
訊,ng,10
隱居,v,2
金手,n,3
空,n,6
未讀,v,2
一遍,m,2
裝著,v,2
亂,d,32
悔改,v,2
把,p,46
必要,d,1
後,nr,247
吞沒吞沒吞沒,i,1
向,p,10
進來,v,3
輕浮,a,8
往上爬,v,1
快投,j,2
沖,zg,4
著韻律,n,4
三千,m,2
擁擠,v,4
白日,t,7
飛過,v,7
昨日,t,14
綠,a,2
拋空,v,3
笨拙,a,4
發燒,v,6
蒼蒼,z,2
監制,vn,3
戲念頭,n,8
昏黃,z,2
發燙,v,3
新,a,18
人舞,n,2
阿龔見,nr,1
演越,v,2
強,a,3
頹,vg,2
預見,v,5
挖空,n,2
芭蕾,n,6
無人不病,i,8
爭從繽紛,i,8
這,r,180
汝有仝,nr,1
拍賣,v,5
春日,t,2
重,m,2
厭倦,v,2
盒,q,2
溫暖,an,10
修,v,2
知覺,v,2
落日,n,6
地帶,n,2
仿若,v,2
李,nr,1
菸,y,4
託,y,3
仍然,d,8
伸手,v,4
講話,v,3
用要,v,1
關,v,2
肺葉,n,4
生長,n,2
腐爛,v,3
轉腳,v,3
鋪,v,2
愛著,v,10
還在,v,1
濕透,v,4
究竟,d,4
腳,n,18
曲,q,6
鴨炎,n,1
勇敢,a,5
旅行,vn,2
島,n,8
菩提,n,2
仇恨,n,2
白,a,12
豔,zg,24
一,m,69
迄一工,l,1
成就,n,9
沾溼,v,2
求求,v,8
同性,n,4
掉,v,10
經驗,vn,2
蹉跎,v,6
盛開,v,11
再起,v,7
桑田,nr,6
記,v,15
時機,n,2
御,vg,1
縱,v,8
鐘表,n,1
索,nr,5
哥倫布錯,ns,2
咧,v,1
玩,n,3
可否,v,4
有多無奈,i,7
退縮,v,3
傷痕,n,10
烏雲,nr,5
困難,an,7
玫瑰,n,19
羔羊,n,2
盲目,n,8
隻,zg,27
山中,s,2
音符,n,1
高貴,a,4
這麼,r,27
耳際,n,9
每一分,d,4
神經,n,5
不管,c,37
目光,n,5
牠,zg,3
窗前,s,6
梧桐,n,4
第幾次,m,4
貓咪,n,4
角度,n,2
慢,a,5
燕,nr,3
達,zg,2
蝶,nz,2
盡頭追一葉舟,i,4
日,j,4
洗澈,a,2
不容,n,4
犯,v,1
遊樂,n,5
蝶,ng,1
劊子,n,4
為,zg,20
陳明章,nr,2
國色,n,2
飛去,v,4
潑濕,a,4
死而生,i,2
不安,a,11
次數,n,2
伴侶,n,2
混著,v,4
亭亭,n,4
消磨,v,4
費,v,2
留守,v,2
操縱,v,8
電,n,3
胡思,nr,4
鑼,n,2
安排,v,2
不定,d,3
解脫,v,5
身旁,s,11
耶耶,nr,3
河川,ns,2
按,p,9
千,m,2
野獸,n,4
嚐,yg,6
閒,x,2
不可或缺,l,6
來來,v,3
清楚,a,16
游戲,n,1
誘,vg,2
期待,v,17
家眾,n,2
外面,f,1
變調,v,6
夥,g,1
吧,y,23
至於,i,3
東方,s,4
看臉,v,1
夢葉,n,4
句點,n,4
堅決,ad,6
疲憊,a,2
簷,ng,3
淵,ng,3
馴服,n,2
一朝,t,2
新鮮,ns,15
音室,n,1
來近,v,1
分道,v,8
原罪,n,4
雷聲,nr,2
懷裡,s,2
復,y,2
捉,v,7
染色,n,6
一口,m,27
指定,v,1
信箱,n,2
問現,v,1
嗒,o,1
明白,nr,20
星光,n,4
蛭,g,2
虛,d,2
拆下,v,2
島嶼,n,5
低吟,v,4
廉價,n,4
離情,n,2
浩瀚,a,1
受害者,n,4
天真,nz,20
受夠,v,3
大自然,d,2
陽光,nr,8
歌頌,v,2
止境,n,13
升起,v,2
蔚宇嬰,nr,1
慎芝,nr,2
大馬路,nz,2
苦痛,a,8
妥協,v,6
魅影,n,4
哼,v,2
上面,f,4
不到,v,22
陣亡,v,2
堆成,v,7
哪赫爾,nrt,1
梅,nr,2
繩索,n,4
剛剛,d,2

,x,178
手中,s,23
騎,v,3
破碎,v,10
毒藥,n,4
揚起,v,2
視著,v,4
古怪,a,2
計謀,n,5
音場,n,4
針轉,v,8
唱歌,n,11
看聽,v,1
未解,v,6
照著,v,8
青,a,1
惚,x,2
細節,n,16
過過,v,3
只,m,5
手上,s,4
剩,l,6
人長,n,4
行囊,n,3
一支,m,6
斷腸人,i,4
順便,ad,3
閃電,v,1
狂歌,n,2
要長,v,9
帶,v,18
一樣,d,4
限量,n,2
跌落,v,2
欺騙,v,15
顛倒,v,11
哀愁,a,3
裹足不前,i,2
擺脫,v,3
拉,v,6
明知,v,2
得體,a,3
人能,n,6
搏,v,5
滿分,d,2
兒頭,n,1
拆穿,v,3
流域,n,2
群花,n,7
裂痕,n,2
腳下,f,7
不壞,v,5
十日,t,2
馴獸,n,3
善感,n,2
獨,d,2
濫,ad,7
麥稈,n,2
沾濕,v,2
富有,v,5
詩,n,6
輕繽紛,i,4
休止,v,2
蒐集,vn,3
戰日,t,2
學,n,7
建立,v,2
時,n,5
忍藏,v,4
小丑,nr,6
空間,n,15
活該,v,5
節,n,3
絕對,d,2
擦傷,v,2
發現,v,55
咬一口,i,3
人性,n,4
對,p,84
白費,n,5
融雪,vn,2
相濡以沫,i,3
走廊,n,7
非是,d,2
學現,v,2
洗,v,2
得撐,v,4
殘,a,4
望,v,37
固執,a,7
捉弄,v,2
心終於,i,2
媛,x,4
提早,v,2
紅鞋,n,14
消失,n,31
呻吟,v,3
痊癒,v,2
寶藏,n,7
總得,v,2
對著,v,12
撲,v,2
先,d,5
稻草,n,3
黑亮,nr,4
疼,v,2
更遠,d,1
不成,v,4
大海,ns,7
文化,n,4
描繪,v,3
千重,m,2
日月,t,3
候要做一,nr,3
仍,d,3
齋,ng,2
超人,n,2
奏,v,5
明日,t,7
這雙,r,2
風有雨,i,6
當初,t,12
掌聲,n,1
每,r,24
通通,vn,7
澱,zg,13
慢半拍,l,2
染上,n,2
最高,a,5
忠,nr,2
季,q,2
飛到,v,2
窗口,s,18
戰場,n,5
輕輕,d,7
理解,v,4
樂所,n,4
遲來,d,2
睡意,v,8
幾,zg,4
指控,vn,2
星群,n,8
上癮,v,4
衰老,a,4
西,f,2
鬧區,n,4
冰雪,n,6
動,v,9
亮起,v,4
命,v,2
行歌,n,2
冷淡,a,8
退,v,2
情意,n,8
習雷,n,1
記憶盤,n,8
心碎,v,2
權力,n,2
人群,n,3
往事,v,10
爵,n,1
首歌,n,2
舌,n,5
凌晨,t,14
作伙,v,1
貓,n,4
裡,zg,2
太多人,nrt,3
情愛,n,2
行為,v,3
鐘,n,33
時,zg,2
負責任,n,2
停下,v,6
江流,ns,4
眼底,t,8
誰,zg,11
輪,q,6
一種,m,13
爬,v,9
星辰,n,16
頰,ng,1
病房,n,3
更迭,d,3
河河,ns,2
減肥,v,2
分享,v,19
從此,c,4
懷中,s,3
痛哭,v,2
臉閉上,n,2
狂妄,a,2
小小,b,3
戀成,v,1
天空,n,70
髮,y,4
重傷,a,6
萌芽,v,4
靜靜,z,6
現場,n,3
姓名,n,4
不斷,d,10
濕,x,3
散落,v,11
留語,v,6
語言,n,31
飛越,v,6
飛,x,24
麻木,nr,10
烏,j,8
極限想,n,3
支撐,v,4
知名,v,2
間奏心,n,1
低下,v,4
掌心,v,2
耐,v,6
這段,r,6
苦楚,a,6
人心,n,5
河,ns,2
泡成,v,4
陳其鋼,nr,2
責罵,v,3
念,v,9
年,m,28
無情艷陽,i,4
摸,v,6
世人,n,2
花絮,n,2
美色,n,2
事業線,n,2
滿,a,15
要命,v,6
吃,v,22
趕,d,2
窗,ng,20
摩西,ns,4
不敢,d,10
往上,d,1
曠野,n,5
昏,v,8
嘴想,n,2
狂奔,v,7
蒼老,a,11
明星,nr,6
懂,v,31
輕,a,28
虛構,n,7
十多里,m,2
傻了眼,l,1
大魚,n,2
大聲,d,12
纖細,n,10
當時,t,6
微末,n,4
飛起,v,1
慢慢,d,19
心頭,s,8
胸膛,n,16
相時,d,4
手冊,n,2
倫,ns,15
永遠零,z,3
倘若,c,2
之間,f,36
鐘,zg,2
兩手,m,8
抱怨,v,8
張,q,16
道歉,v,2
牌子,n,4
憶,vg,9
改,v,2
就快,d,2
閉上眼韶,l,1
以,c,2
玩味,n,2
相處,d,3
過程,n,3
三千丈,m,2
藍雨雨,nr,1
廣闊,a,2
小星星,nr,11
開在,v,1
束奶澎,nr,2
流行,v,3
收音,n,2
當是,d,3
將融,n,2
諸葛三,nr,2
何,r,2
加強,v,3
生旦,t,4
留,v,11
準備,v,11
包覆,v,2
人影,n,4
空,a,6
微微,d,6
風霜,n,6
溫室,n,8
快快,d,4
冬,tg,4
火,n,13
撒旦,d,2
過來,t,20
或許,d,39
米,q,5
罵,v,6
辛苦,a,2
艷,a,2
懶,a,46
傷無法,i,8
成學,n,2
傷悲,a,4
控制,v,31
閃,v,9
裡面,f,31
春天,t,16
安睡在,n,2
其實,d,14
順,v,3
痛痛,a,1
寄,v,9
假愛,v,2
吆喝,v,2
痛關,v,2
裡,f,102
風雨,n,6
笑聲,n,4
井,n,1
演,v,4
引自,v,1
要過,c,5
飄著,v,8
飛泉,nz,2
賴著,nr,4
投靠,v,3
一言不發,i,2
誤點,n,2
折磨,v,6
嗚,o,2
輕薄,a,2
彎彎,v,2
心肺,n,2
停泊,v,3
閉起,v,1
物論,n,2
打昏,v,11
漫延,v,1
個,m,20
耶,j,4
榻,n,5
村莊,n,3
加點,n,1
伸出手,v,9
氾,y,7
飛貓,n,2
家裡,s,5
炫耀,v,2
雅,ag,1
顆,q,7
淒涼,a,2
崩潰,v,5
通了,p,4
淪陷,v,7
拍,v,9
綻放,v,11
擦乾,i,2
嗩吶,n,4
難挨離騷,i,2
昨天,t,19
關心,n,1
受,v,16
永,d,7
照,v,2
發洩,v,2
胡,nr,10
報到,v,2
其它,r,1
下雨,v,5
顧,v,6
角膜,n,4
遍布,v,1
兩排,m,2
成蠟燭,n,1
遠行,v,4
摸清,v,8
充滿,a,14
官方,n,1
節制,n,3
失焦,v,2
嚐,y,4
意外,a,4
電光,n,2
公尺,q,2
比較,d,3
叢花,n,2
和弦,nr,2
墜毀,v,2
曾經,d,44
傷口,n,7
血,n,4
歸巢,v,6
合讓,v,1
沖,y,1
掌,n,4
痕,ng,5
右邊,f,5
走向,v,8
這條,mq,6
重新,a,4
北,f,5
身體,n,13
一定,d,19
有所,n,3
越來,d,4
裝飾品,n,2
一則,m,5
了馨儀,nr,2
假設,vn,2
春,tg,11
莖,n,8
手舞足蹈,i,6
肉眼,n,6
鄰居,v,2
比,n,1
爭,v,2
兩個,m,15
邪惡,a,4
報,n,4
禰,zg,5
不著,v,4
多數,m,2
悶,v,1
求現,v,4
疲累,a,6
夢魘,n,3
漿,n,3
沾,v,9
嘿嘿,o,20
啃,v,11
詭譎,a,9
再加,d,1
回回,v,3
掩埋,v,3
累贅,an,2
所有,b,77
才,d,70
家,m,6
條魚,n,2
尤賀志,nr,2
塞,v,4
重覆,v,2
萬里,m,10
黏,zg,2
十字,nz,4
時間,n,95
不落,v,3
雨季,t,9
遺失,n,4
糞,n,3
散,v,5
雲梯,n,4
憂傷,v,4
數峰,n,4
這裡,r,50
相會,v,3
躲避,v,14
解禁,v,4
集中,v,4
歡笑,v,1
場景,n,2
多放,v,3
敲,v,5
鬼魂,n,2
靦腆,a,2
笑哈哈,z,1
邊車,n,4
享音,v,3
樣子,n,6
賴賴,v,2
使,v,21
猙獰,a,4
刀,n,1
隱姓,n,3
直線,n,2
起來,v,13
鬆,y,4
煩惱,a,32
中,f,127
反撲,v,3
而,c,92
徬,x,18
廢鐵,n,2
揉碎,v,4
趕,v,9
重見,a,2
化,v,4
卡森,nr,1
無常,d,2
沸騰,v,4
自大,a,2
面容,n,11
忍者,n,1
反射,v,3
平安,a,2
青作,n,1
燦爛,a,4
詬病,n,4
相識,v,2
浪跡,n,6
跨越,v,6
海妖,n,3
白起,nr,2
只有,c,30
一場,m,31
機器,n,4
周之夢,nr,3
肩膀,n,13
天堂,n,28
逆著,v,8
漾,v,6
屏息,n,2
搓成,v,1
一顆,m,14
牽手不驚艱苦,i,4
筆,q,4
一塊,m,3
拋,v,5
放晴,v,6
臉孔,n,2
仔細,ad,8
街坊,n,2
根,q,4
過活,v,2
千江,ns,2
解藥,v,4
研究所,n,2
藍色,n,7
薛西佛斯,nr,4
內,zg,2
田野,nr,4
話題,n,4
糟,v,4
覺曉,v,2
握,v,5
天天,t,4
窺,vg,2
日,m,19
衣服,n,10
夢境,n,22
告訴,v,3
江水,ns,10
也許,d,24
偉大,a,17
蔑要,v,2
早,a,2
著訴,v,3
圖書館,n,3
遇過,v,2
不甘寂寞,i,5
披著,v,2
熬成,v,2
本能,n,2
陽光,n,8
運神,n,2
彩虹,nz,32
桀驁,i,2
故鄉,n,2
渴望,v,37
角色,n,6
悠游,v,7
深夜,t,8
搏,vg,3
有誰會出現,nr,1
齒,n,2
能夠,v,20
淪喪,vn,5
鎖,x,2
多麼,r,6
原來,d,10
飛轉,v,2
時刻,n,2
墜,v,6
從,p,102
父子,n,3
兵會,n,2
容顏,nr,1
風擦,n,2
捆,v,1
來去,v,8
耶耶耶耶,nrt,1
蠟燭,n,3
瓊,j,3
夜,t,9
鬱,nr,2
偉,nr,7
一字不差,l,2
嘴唇,n,3
替開,v,2
忙著,v,2
距離,n,23
了隨,v,4
無瑕,z,3
利如,v,1
開啟,v,8
擔心,v,16
應酬,v,2
今夜,t,8
小鎮,n,2
哄,v,6
有感,a,2
密,a,5
一個家,m,6
手,n,83
緊,a,8
尾巴,n,3
背,v,12
冬,t,1
淹,v,4
離島,n,1
特權,n,2
逼面,v,2
王舒屏,nr,1
有意,v,2
正字,n,1
帆情,n,1
打出,v,2
活在,v,7
拉著,v,3
粗糙,a,7
攤,v,3
虧,v,2
追著,v,8
世氣,n,6
自身,r,2
幾回,m,3
街角,n,2
密密麻麻,z,1
墜落,v,18
孤寂,a,25
矮,a,2
面孔,n,2
平,v,1
異次元,nz,3
今天,t,28
暐,zg,1
書,n,1
好像,v,10
凱木吉,nr,1
懸崖,n,4
握手,v,16
與,zg,3
溫暖,nr,2
迷霧,n,4
一天,m,29
嘲笑,v,4
費力,n,2
比起,v,3
逐漸,d,19
糖,n,7
核對,v,1
快對,d,9
腳步聲,n,2
有點詞窮讓四,nr,4
只是,c,74
驚心動魄,i,3
天央,n,3
飛車,n,2
不曾,d,25
有情,n,3
夜,tg,32
一夜,m,12
少年,m,2
來到,v,7
存在,v,30
早晚,t,6
攤,n,12
禁不住,v,4
隨,v,51
這樣,r,58
再過,c,5
阮,nr,29
魔幻,n,2
一把,m,4
大夢夜落,i,2
晃動,v,2
貝斯,nr,1
迎面,d,4
勁,n,4
埃,j,4
警察,v,2
冷,a,8
褪去,v,3
餵養,v,4
制,v,1
感染,v,12
長久,d,1
藏,j,4
揮不去,v,4
檢查,vn,2
多枝,m,4
那些,r,17
法,n,2
流透,v,3
雙,n,3
聰明,a,8
繞,v,3
透明,v,12
牽著,v,6
男憂,n,1
眾神,n,4
試,v,2
叫,v,11
豪,n,1
搓,v,1
嗯,e,8
認識,v,2
摔碎,v,4
進入,v,2
吹熄,n,2
模式,n,4
製,zg,4
乾,j,14
寬心,a,4
匆匆,z,17
初經,d,2
釋斷,v,4
很,d,59
忘言,v,4
秋水,nr,4
埃,ns,2
攏,v,11
手銬,n,3
忘記,v,13
嘴上,s,4
魯,nr,1
高樓,n,3
如果,c,49
不好受,a,3
整片,n,1
現實,n,7
天香,n,2
掠,v,5
妳,yg,3
成心,n,5
踩,v,11
電梯,n,8
擁抱,v,12
熬,v,2
稱,v,3
盲,ng,6
凋落,v,3
懷疑,v,4
幾乎,d,3
解救,v,2
四周,m,2
埋怨,v,6
不虛,a,2
顛沒,v,2
葉剛,nr,2
電台,n,3
打擾,v,8
奇,nr,4
不是,c,55
恍,vg,4
氣,zg,4
一秒,m,14
客,ng,6
解放,v,2
感傷,v,4
個覺,n,4
痕跡,n,15
模仿,v,5
點,q,9
靜,v,4
生死,v,5
分海,n,2
鬼神,n,4
陽,nr,2
失去,v,30
永不,d,2
朵花,n,1
守護,v,10
杏仁茶,ns,2
淘選,v,2
練,v,1
拖延,v,10
法,j,10
死,v,28
擺,v,6
理睬,v,8
赦免,v,2
戇,x,1
開口,v,3
放聲,v,14
背面,f,1
剩,v,15
劃成,v,4
掌管,v,2
殊途,n,2
裝作,v,8
隻食糞蟲,nr,3
千言,n,2
重量,n,2
樂島中,nr,7
腔,q,4
蜜任,n,2
雙,m,8
圈圈,n,2
揮手,v,6
街道,n,5
緣份,n,6
幸好,a,3
人家,n,3
毛,nr,3
顧著,v,6
身形,n,2
道別,n,2
接,v,4
體蠢,a,4
種起,v,3
奢侈,a,8
短暫,a,6
收成,v,2
掉,zg,2
身影,n,1
粗暴,a,2
半頂,m,4
收,v,16
發行,v,4
繞,x,2
潘朵拉,nr,4
知道,v,100
鳥兒,n,2
氣質,n,4
之內,f,4
柔情,a,3
一幅,d,3
逃逃,v,2
儀,ng,4
擋,v,7
謝花,nr,6
嘴角,n,2
塵埃淚,i,1
腎,n,2
跑,v,14
阿龔,nr,1
漠然,z,2
跡,ng,5
呼嘯,v,2
感情,n,7
水濂,nr,3
時候,n,113
竟,d,9
大雨,n,15
不在乎,i,4
遮掩,v,5
海平面,n,5
荒唐,a,10
嘆氣然,i,1
隱隱約約,z,2
比,d,2
表,n,4
一隊,m,4
執行,v,2
短,a,5
武裝,n,4
兮,y,5
逃逸,v,1
寵,v,4
阿玉,nr,1
女憂,nz,2
指頭,n,4
江山,ns,2
追,v,24
插隊,n,4
即,v,4
夕陽,n,4
牛角,n,2
迷失,v,5
花筒,n,2
包,v,1
仰著,v,1
舉杯,v,10
驚嘆,v,11
怎樣,r,10
殺氣,v,2
有觸覺,i,4
出現,v,12
石膏,n,2
沈浮,nr,4
嘗,v,20
記,n,4
華麗,nr,4
來閉,v,4
厚,a,2
汝,r,3
河流,n,14
高天要,b,2
世界末日,l,4
忐忑,a,2
一度,mq,2
一座,m,24
難免,d,2
很快,d,5
德布,ns,2
一般,a,19
歌手,n,4
不是太好,l,5
氣氛,n,2
牧車,n,2
奉獻,v,3
隱形,n,7
內心,n,17
流水,n,4
感性,n,5
被淹,n,6
欠,v,2
放肆,d,14
音樂劇,n,1
空中,s,14
留下,v,7
靈塗炭,n,3
抓緊,v,7
傾聽,v,1
就算,v,63
葉夏艷,nr,3
角落,n,7
可憐,v,2
循環,vn,4
風強,n,2
冷冷,a,3
盹,ng,2
道理,n,8
闖,nrt,4
煙,n,19
不肯,v,5
一點,m,44
上流,b,8
從來,d,46
起點,n,5
照得,v,3
擠,x,8
幸福,a,17
黎明,nr,2
製,yg,2
可以,c,26
和積,n,2
盆栽,n,4
露出,v,6
回車,v,1
小組,n,3
無聊,v,2
十年,m,10
翁孝良,nr,2
反而,c,2
歌舞,n,8
想像,v,28
人字,n,4
身,n,6
暫時,d,21
尋歡,v,3
錄,v,1
嘛,y,3
瞬間,t,24
寬闊,a,13
會,v,259
算計,v,2
帶到,v,5
呼面,n,6
謔,g,4
不想,v,30
不能,v,58
儘,yg,9
年月日,t,4
熱習,v,1
善,v,2
受苦,v,4
保護,v,3
夢心,n,4
回到,v,17
只怕,c,6
跳到,v,2
注視,v,4
黑夜,n,19
井青,nr,1
岱,ns,1
妳,zg,4
在乎,v,4
號,q,2
一張,m,12
心門,n,4
昔者,ns,3
果鋪,n,2
變無,v,2
逃兵,v,3
面,q,2
左腳,n,4
組羊,n,1
得唱,v,6
水仙,n,5
幽幽,z,4
獨家,n,5
旋,d,25
新聞,n,7
飛繞,v,4
停歇,v,2
動物,n,4
冷進,v,2
夢異,n,1
階,ng,4
覆舟,n,6
門關,n,3
裝上,v,3
犯錯,v,2
耳光,n,7
若,c,41
經墜,n,2
真以,d,2
無奈,d,3
水滴,n,8
累不累,v,10
輓,zg,5
可,v,14
吼,v,4
蕩,y,1
停止,v,24
雙眼,m,4
發光人絕,l,4
腸,n,5
添,v,2
填滿,v,3
殿堂,n,2
牽手,v,14
講理,v,2
很多,m,7
門,n,10
山間,n,7
發狂,a,3
光輝,nr,2
玄,a,2
大地,n,15
不介意,l,7
夏日,t,3
放空,v,3
廢,v,2
搖頭,v,6
病,n,8
霍,nr,4
黑色,n,6
油鹽,n,8
於斯,nr,4
這,zg,27
猜忌,v,8
有時,r,14
狂詞,n,1
飛行,v,12
生活,vn,57
怕怕,a,8
抵死,v,2
某某,r,2
等到,v,6
說,v,341
錯,n,18
就,d,256
逃出,v,10
潮起潮落,l,5
水中,s,8
幾遍,m,6
完成,v,1
乾翅葉,nr,4
活,vn,2
垃圾,n,8
回頭,v,2
只能,v,25
投去,v,2
血紅,n,4
正式,ad,2
紀念,n,10
噴泉,nz,1
孤獨所醉昏,i,2
