word,count
偶,16
下雨,16
一世,16
繽,16
極,16
騷,16
七,16
眠,16
之中,16
貓,16
菌,16
螢,16
腸,16
外,16
弄污,16
毫不,16
忍不住,16
愁,16
台上,16
此刻,16
夾,16
壓,16
否定,16
久,16
已不,16
例外,16
晝,16
廢,16
求,16
蒐集,16
一分,16
順,16
重新,16
整理,16
焉,16
異,16
飯,16
杯,16
歌名,16
玻璃窗,16
答案,16
夕,16
更多,16
入,16
一路,16
枯萎,16
流去,16
龍,16
胡,16
公,16
燃,16
捕捉,16
走向,16
整夜,16
慕,16
手心,16
斯,15
綿,15
遍,15
屜,15
群,15
形,15
空白,15
梯,15
路上,15
質,15
逃出,15
山,15
剩下,15
蛋,15
樓,15
空洞,15
綁,15
面海,15
今,15
沙子,15
克服,15
安心,15
停留,15
懦弱,15
夏,15
報,15
末日,15
深夜,15
待,15
在手,15
憐,15
真正,15
接受,15
推,15
信,15
抓住,15
全,15
流行歌,15
小丑,15
心碎,15
取,15
了解,15
竟,15
份,15
扎,15
晴朗,15
往日,15
止境,15
彩色,15
猶,15
月球,15
未了,15
設,15
掌握,15
李,15
唱歌,15
灘,15
歷,15
一遍,15
印,15
喂喂,15
談,14
一根,14
漫步,14
奪,14
灰色,14
倥,14
肯定,14
微微,14
侗,14
怕怕,14
黑色,14
嚐,14
小星星,14
廳,14
凱,14
懸,14
一粒,14
僅,14
隊,14
咖啡店,14
功,14
一盒,14
一千年,14
泡,14
癲,14
侵略,14
畢,14
真理,14
十二月,14
青,14
安安,14
坐,14
拍照,14
躲避,14
荒原,14
凝,14
在意,14
汗水,14
殺,14
理,14
尾,14
爍,14
龔,14
課,14
棲,14
穿梭,14
訊,14
吶,14
日出,14
海水,14
癡,14
纏,14
天色,14
清,14
半圈,14
凌晨,14
外衣,14
妝,14
不明,14
天黑,14
猜猜,14
捧起,14
眼眸,14
胸口,14
據,14
理性,14
偷偷,14
蜻蜓,14
扯,14
蟬,14
心上,14
小星,14
嘴唇,14
增添,14
誘,14
二月,14
相依,14
悄悄,14
味道,14
放手,13
深水,13
敗,13
咬,13
冰冷,13
平凡,13
襯,13
稱,13
藝,13
芸,13
插,13
忘掉,13
奇怪,13
誇,13
移,13
快活,13
旁,13
林,13
員,13
摘下,13
迷路,13
上班,13
澀,13
淨,13
慢,13
皮,13
至少,13
惑,13
拿,13
不甘,13
培,13
眺望,13
龐,13
灼,13
曲,13
外面,13
十,13
絆,13
唱出,13
行人,13
灰,13
嚴,13
圈,13
木,13
梢,13
舞蹈,13
牠,13
感到,13
智慧,13
默默,13
背影,13
慈悲,13
找到,13
街角,13
志,13
桑,13
分不清,13
啤酒,13
疊,13
不休,13
負,13
救,13
封,13
洞,12
反,12
漫漫,12
滴,12
加上,12
全部,12
舞台,12
階,12
曬,12
折,12
黏,12
警告,12
日光,12
太安,12
知不知道,12
眼底,12
球,12
潔,12
倒退,12
嘈,12
毛衣,12
眼光,12
不露,12
放在,12
孔,12
心跳,12
名字,12
宿命,12
胡蝶,12
聆,12
暈,12
自由自在,12
之上,12
一封信,12
測,12
病,12
齊,12
佔,12
有意,12
荒唐,12
囂,12
一刻,12
替,12
能力,12
伏,12
校,12
石,12
早上,12
耳朵,12
教,12
白色,12
留念,12
快要,12
餵,12
晴,12
岸,12
助,12
不放,12
椅子,12
衣服,12
銀,12
感染,12
忽略,12
封信,12
任何,12
耳膜,12
囚禁,12
只在乎,12
如潮,12
提,12
鍵,12
謎,12
退潮,12
固,12
卡,12
趁早,12
思考,12
考,12
名,12
茫茫,12
秋,12
稀薄,12
光照,12
九份,12
達,12
企,12
洗,12
塊,12
驗,12
整座,12
醜,12
覆,11
天一,11
追逐,11
失望,11
正在,11
上下,11
霧,11
敲,11
身旁,11
面容,11
要用,11
毒,11
啃,11
表,11
星期天,11
漢,11
食髓知味,11
再往,11
仍,11
皺,11
印象,11
冰箱,11
不在意,11
洩,11
一下,11
權,11
汪洋,11
打昏,11
用心,11
讚,11
協,11
室,11
南,11
奢侈,11
多久,11
規,11
人潮,11
第一次,11
王,11
刺,11
完全,11
肚子,11
鬥,11
忙碌,11
萎,11
搭上,11
消耗,11
相思,11
墊,11
房子,11
晚上十,11
居,11
偶然,11
角美,11
心田,11
泡沫,11
甜,11
往常,11
小心翼翼,11
八月,11
清晰,11
蔚,11
鼓,11
美女,11
一趟,11
鋼,11
反而,11
不在乎,11
搶,11
翼翼,11
家人,11
玫瑰色,11
欲求,11
羽毛,11
銳,11
四,11
童年,11
平安,10
懂不懂,10
品嚐,10
打到,10
北京,10
誓言,10
看不懂,10
悲哀,10
姿,10
陪你走,10
坪,10
朵,10
導,10
喃喃,10
遨,10
舟,10
童,10
紋,10
即使,10
興,10
土耳其,10
精彩,10
麻木,10
蒸,10
販,10
和弦,10
沿,10
跪,10
六,10
製,10
拖延,10
錄,10
蝕,10
最深,10
美景,10
登,10
盒子,10
征服,10
信件,10
信任,10
沙漠,10
或是,10
依偎,10
尬,10
怪,10
世事,10
下雪,10
同一,10
寄出,10
入口,10
勸,10
神奇,10
默契,10
哇啦,10
抱怨,10
表面,10
果真,10
雨季,10
耍,10
黎明,10
盆栽,10
統,10
十年,10
敢,10
熄,10
桌上,10
旅程,10
戒,10
深刻,10
套,10
啟,10
依然,10
及,10
軌,10
餘,10
不行,10
晦,10
諜,10
掩埋,10
忍受,10
糾,10
迷惘,10
鹽,10
一生一世,10
下班,10
男,10
心思,10
不累,10
傻瓜,10
層,10
抓不住,10
大街,10
道路,10
金色,10
豫,10
成就,10
面有,10
且,10
摸,10
儀,10
甜甜,10
江水,10
服,10
累不累,10
參,10
率,10
逆,10
川流,10
油,10
蜘蛛,10
嘶吼,10
心理,10
竄,10
汗,10
洋中,10
蟻,10
纖,10
走下,10
草原,10
莫,10
泉水,10
氛,10
減,10
慷慨,10
暴,10
積,10
起手,10
超,10
不快,10
刻下,10
得有,10
枝,10
不堪,10
不容,10
破碎,10
往事,10
派,10
團,10
韃,10
潑,10
亦,10
沸,10
睡眠,10
黑白,10
凋零,10
尖叫,10
彗星,10
交替,10
前清,10
此,10
滋,10
瀟,10
互相,10
下雨天,9
降,9
資,9
千秋,9
自找,9
噓,9
跚,9
謀,9
踮,9
止不住,9
不理,9
思潮,9
明知,9
一旁,9
和平,9
再加,9
油香,9
自私,9
塞,9
每一分,9
巨大,9
賽,9
馴,9
直,9
暗示,9
零碎,9
容不下,9
易,9
忘我,9
一盆,9
暴力,9
求成,9
看清,9
夜空,9
透露,9
咖啡杯,9
佈,9
齒,9
信仰,9
膚,9
有用,9
跟不上,9
垠,9
拂去,9
多年,9
捱,9
是非,9
榮,9
漬,9
濁,9
鞦,9
濫,9
罵,9
掌,9
跨越,9
一幅,9
水滴,9
伸出,9
母,9
下起,9
日期,9
重覆,9
衣袖,9
譎,9
碎裂,9
丈,9
手握,9
拿出,9
人海,9
盛放,9
偷,9
吉他手,9
眼角,9
汝,9
香蕉,9
詭,9
卸下,9
胡思,9
活生,9
輩,9
寵,9
垂,9
女,9
鎮,9
抹,9
土,9
收起,9
一字一句,9
好奇,9
蜿蜒,9
往前走,9
豢,9
河水,9
流失,9
老板,9
淵,9
介意,9
馨,9
融化,9
喪,9
咪,9
蘇,9
春日,9
奶油,9
手上,9
交界,9
疼,9
最高,9
米,9
宇,9
插口,9
走廊,9
很快,9
仍然,9
排,9
構,9
腐,9
涸,9
蹣,9
愧,9
嘜,9
共同,9
整天,9
韆,9
最甜,8
入睡,8
崩,8
公路,8
躊,8
一段,8
普,8
飽,8
疤,8
思想,8
令人,8
寂寥,8
佇,8
古,8
框,8
微弱,8
搞,8
神秘,8
唉呀,8
帥,8
出海,8
程,8
信念,8
信心,8
能感,8
霓虹,8
究,8
刷白,8
莊,8
旅人,8
盲目,8
笨拙,8
鋪,8
分道,8
狩,8
利,8
舌,8
折磨,8
大只,8
摸清,8
隙,8
舒服,8
似,8
高尚情操,8
水中,8
帆,8
回心,8
拼,8
牲,8
勾勾,8
牧神,8
行不行,8
全身,8
妮,8
一眼,8
婚,8
根,8
嘿嘿嘿,8
星群,8
凡,8
消,8
倒不如,8
莖,8
知多少,8
躇,8
系,8
踏上,8
土地,8
回想,8
心肝,8
犧,8
滯,8
曳,8
土壤,8
業,8
缸,8
星球,8
筋,8
有罪,8
奔忙,8
病得,8
求求,8
田野,8
珍惜,8
哼,8
諧,8
普照,8
麵,8
滴雨,8
步步,8
哎呀呀,8
兮,8
世界末日,8
歌舞,8
咁,8
垃圾,8
臺,8
高尚,8
袋,8
巨石,8
指甲,8
玩弄,8
夜黑,8
婚姻,8
掐,8
局,8
抵抗,8
昏迷,8
獵,8
霜,8
珍珠,8
青草,8
唇,8
蒸散,8
不留,8
契,8
跳蚤,8
,8
偷看,8
支,8
考倒,8
不然,8
雷射,8
院,8
光影,8
怯,8
射出,8
流上,8
潰,8
掀起,8
偌大,8
讀,8
路途,8
狂放,8
洗澡,8
撇,8
窗前,8
瀕,8
激,8
每秒,8
邀,8
列,8
玉米,8
蔥,8
火焰,8
狀,8
好感,8
交付,8
感情,8
答好,8
猜忌,8
襪,8
倒影,8
佑,8
所有人,8
磁,8
下浮,8
形容,8
笑面,8
公公,8
公出,8
噪音,8
小小,8
心甘,8
刻度,8
施,8
想了又想,8
想靠,8
坐上,8
一言,8
靠了,8
循,8
蹟,8
鑣,8
人人,8
穫,8
泥土,8
碼,8
垢,8
少,8
霄,8
永久,8
流出,8
巷口,8
盪,8
淡薄,8
獻,8
苦痛,8
泡影,8
淡去,8
花花,8
安排,8
不存,8
律,8
找回,8
睡意,8
下定,8
冷淡,8
情意,8
人影,8
景象,8
蹄,8
倦意,8
哄,8
得不到,8
渾,8
輓,8
恍,8
理睬,8
眉眼,8
描,8
套房,8
情操,8
霖,8
柴米,8
兆,8
蕾,8
唉,8
差,8
渺,8
逃不了,8
稀,8
淋,8
或者,8
乎,8
盞,8
娘,8
師,8
艾,8
織,7
胖,7
衰弱,7
麻痹,7
早知,7
小船,7
仙人,7
鈺,7
婪,7
地心,7
枯死,7
前去,7
午餐,7
耳光,7
做好,7
招惹,7
甦,7
忍,7
腐化,7
祺,7
閒,7
仙人掌,7
梅,7
宣,7
查,7
五,7
辛苦,7
潮落,7
尊,7
慌,7
行走,7
暗中,7
分裂,7
扣,7
步伐,7
演奏,7
駭,7
阻止,7
潮起,7
洛里,7
明日,7
保持,7
玩笑,7
陷,7
朦,7
明明,7
右,7
反正,7
盆,7
抗,7
珍,7
繪,7
睏,7
擅,7
抱歉,7
侵犯,7
惘然,7
放出,7
邏,7
酒都,7
腰,7
幣,7
闔,7
放心,7
最大,7
天明,7
多天,7
絢,7
打破,7
注,7
悶,7
有感,7
密,7
老人,7
一大,7
敏,7
不自,7
圈圈,7
收拾,7
峰,7
不肯,7
今年,7
拿起,7
瞎了眼,7
出彩,7
喉,7
侶,7
一再,7
崖,7
可救,7
穿透,7
粗,7
疲,7
渡,7
辣得,7
包裹,7
上升,7
每次,7
手把,7
疼痛,7
昏眩,7
留心,7
袂,7
串,7
妳在,7
播,7
聚,7
獸,7
卡洛里,7
慰,7
眨眼,7
乘,7
喝光,7
萊,7
眨,7
望望,7
前夕,7
推向,7
再起,7
何必,7
謙,7
蘆,7
福,7
狂野,7
尾巴,7
粗糙,7
矮,7
很美,7
類,7
留住,7
以外,7
巴士,7
填,7
看不清,7
檢,7
喊,7
迎接,7
位,7
範,7
日落,7
存,7
料,7
侵,7
接近,7
抬,7
拾穗,7
轟,7
小指,7
襲,7
堆成,7
仲,7
字眼,7
剎,7
白日,7
隕,7
碎,7
憊,7
捉,7
藉口,7
氾,7
禰,7
燭,7
抬起,7
銅,7
好看,7
不介意,7
潮起潮落,7
完成,7
通,7
治療,7
悠游,7
菸,7
早起,7
面具,7
相似,7
最近,7
蠢,7
毋,7
池,7
光明,7
踢,7
朧,7
糖,7
刺激,7
集,7
百花,7
升起,6
眼中,6
在家,6
忘神,6
沉,6
星座,6
凍,6
臭,6
剋,6
日夜,6
天下,6
款款,6
代表,6
或缺,6
翻起,6
狼嚎,6
花果,6
一把,6
衫,6
惰,6
跳下,6
完完整整,6
奢,6
矜持,6
一步步,6
大人,6
屋,6
盔甲,6
至於,6
忠,6
悠,6
迪,6
踏空,6
放晴,6
茫茫人海,6
