word,count
此,2
愛移動,2
原聲,1
盤點,2
聽過,1
總有,3
相戀,2
人之間,2
下來然,4
暴力,2
毀滅,2
不,115
愚蠢,2
重要,1
玩笑,1
冷漠,6
一瞬,9
仔細展,4
經過,9
這開場,1
所謂,3
迷惑,2
見縫,2
隆重,1
怯怯,2
關鍵,2
直到,2
狂吶,4
雲,2
狂吻,3
快樂,19
事,9
夜晚,2
自由,11
提好,6
粗,1
尤其,1
河流,2
多,21
奔波,2
制約,24
開始,10
疼愛照,1
承認,1
宗教,3
買,5
承諾,1
點兒,3
轉動,1
須遊,2
隨時,1
湊合,4
傷就,2
居然,2
隱喻,1
人們,8
破解,2
下,14
道德,2
來往,2
娛樂,1
戲劇,1
嘛,6
忙碌,2
分激動,4
一聲,2
樣,2
明星,1
大小,2
覺,1
不識,2
之,1
打,1
那兒,2
手心,3
各自,5
自,5
遍處,1
哀傷,3
小得,1
高山,2
景色,4
它,10
討,3
沙沙,2
音樂,1
一生,2
這是,5
幫助,2
吶瘋,6
狂雨,2
領略,1
地,24
還不確定,1
歸神,1
社會,2
開壞,3
盪你多狂,1
如歌,2
遊,2
俐落,1
現在,4
何以,2
廊,2
如此,15
你,549
不認,2
捨,6
快,2
此時,2
灌溉,1
輕輕,4
決定,3
抗議,2
不語,1
相視,12
找,3
往,8
一安靜,1
激情,1
邊,1
潮汐,2
能否,2
怕,6
立場,2
喜,2
莫名其妙,3
我會,2
窮,4
細琢,3
去秋,3
心地,1
於,35
過愛是,1
又,30
單時,4
互相,2
無可,2
恕,1
景觀,4
嗜,6
不言,1
是否,2
髮,1
即,2
厭倦,4
起,3
糾纏,1
眼光,6
